Country Name,Country Code,min,max,mean,latest year,latest GDP,Yearly sunshine hours
Indonesia,IDN,53.53729821030289,4135.569262815539,1237.6295216431713,2019,4135.569262815539,2983.3
India,IND,82.1886020091056,2099.59904810855,553.1443485086883,2019,2099.59904810855,2434.15
Ireland,IRL,685.61471237976,78660.9564629603,22784.22714396492,2019,78660.9564629603,1453.0
Iraq,IRQ,231.025648935514,10326.9216621259,2995.162525771544,2019,5955.109010368161,3240.8
Iceland,ISL,1414.98226940621,72968.7042280499,25936.764432087708,2019,66944.8330769825,1326.0
Israel,ISR,1094.63584823375,43592.0835823234,14915.682831824177,2019,43592.0835823234,3311.0
Italy,ITA,804.492623346178,40778.3427367209,16929.981428436975,2019,33228.2366803707,2194.0
Japan,JPN,478.995340162869,48603.4766497749,22187.447809496443,2019,40246.8801284164,1808.5500000000002
Kazakhstan,KAZ,1130.11359233563,13890.6317716835,5394.4163722408975,2019,9812.39037613835,2431.5
Kenya,KEN,94.6512587875024,1816.5469164389,501.1298135681991,2019,1816.5469164389,3030.0249999999996
Libya,LBY,3703.0483081685206,14382.5762948433,7338.347252878313,2019,7685.9492665300295,3178.1
Lithuania,LTU,2167.79258211454,19601.8908343885,10034.803481546318,2019,19601.8908343885,1588.0
Latvia,LVA,2328.2275380885503,17858.2799784486,9827.757277968298,2019,17828.8946571856,1754.0
Morocco,MAR,158.923667416326,3222.20063433213,1326.9737029165688,2019,3204.0950031329803,3155.4666666666667
Moldova,MDA,399.620770265718,4503.516985388471,1864.0193821348068,2019,4503.516985388471,2126.0
Madagascar,MDG,131.99303602155,596.774705437208,335.74754093085573,2019,523.359064460847,2864.433333333334
Mexico,MEX,345.230559078387,10928.9168262489,4508.997391224903,2019,9946.03382879198,2596.25
North Macedonia,MKD,1225.37314943187,6088.97244500876,3422.580201584484,2019,6022.216179395739,2339.0
Mali,MLI,48.2798654834855,894.8021868580059,364.9840158208832,2019,879.008010446655,3213.366666666667
Malta,MLT,828.421680335959,30437.221505896203,11250.22243340495,2019,29820.6032474099,3054.0
Montenegro,MNE,1627.0726330439402,8908.934792467671,5711.757908167489,2019,8908.934792467671,2481.0
Mongolia,MNG,339.522087073079,4366.07590145025,1762.2457104850914,2019,4339.843279250271,2791.5
Mozambique,MOZ,183.445249770056,673.969955508106,406.67024580255503,2019,503.570772675202,2838.0
Mauritania,MRT,181.092036332536,1892.09548717758,831.2305126131764,2019,1679.4448730040801,3332.5
Malawi,MWI,44.5238943299158,534.9512647216629,202.59363323940443,2019,411.552340423602,2795.866666666667
Namibia,NAM,1340.32832839214,5942.21860396431,3138.2817991855454,2019,4957.458222264079,3737.5
Niger,NER,132.652162430184,572.427154260028,299.4149265144491,2019,553.89505038138,3203.2
Nigeria,NGA,92.96046972084949,3098.98630009568,949.2415272223539,2019,2229.85869624463,2669.08
Nicaragua,NIC,126.248381627432,2159.157867515,866.4399969811329,2019,1912.9037453786898,2759.9
Netherlands,NLD,1068.78458723735,57644.479974935304,23135.764267500665,2019,52331.3167277797,1662.0
Norway,NOR,1441.75566002633,102913.450843674,35020.031734759265,2019,75419.63486880889,1668.0
New Zealand,NZL,1885.15615175625,44553.28221083849,15906.138182887838,2019,42084.3533748088,2044.0
Oman,OMN,101.258693092966,22139.6843425113,8088.280046969702,2019,15343.062004310601,3493.3
Pakistan,PAK,83.33794593040399,1482.30566684338,517.7134248925369,2019,1284.70204090039,2992.15
Panama,PAN,474.094017901195,15731.0160348471,4343.58088928802,2019,15731.0160348471,1743.5
Peru,PER,253.264821576031,6977.695783553821,2209.009422454763,2019,6977.695783553821,2013.3333333333333
Philippines,PHL,156.703873111588,3485.08421835861,1069.6147684716955,2019,3485.08421835861,2103.1
Papua New Guinea,PNG,102.17661342363,2920.7837206061104,950.0939262891984,2019,2829.1703089683697,2463.0
Poland,POL,1731.20953112388,15692.507025556299,8373.233192274956,2019,15692.507025556299,1571.0
Puerto Rico,PRI,717.514843087362,32873.7192730424,12030.794633863788,2019,32873.7192730424,2700.5
Portugal,PRT,360.499298506858,24847.545135091,9436.620080942692,2019,23252.0585181211,2806.0
Paraguay,PRY,204.20111236046,6102.943232723261,2061.9956308671262,2019,5414.79913793258,2803.0
Romania,ROU,1102.10378473246,12919.529644190801,5141.04101461406,2019,12919.529644190801,2115.0
Saudi Arabia,SAU,777.266407003177,25243.3586980136,11404.66430784923,2019,23139.798656121402,3236.5
Sudan,SDN,125.85985110863001,1909.73875450207,573.0279111200153,2019,441.505603374484,3559.55
Senegal,SEN,301.267311594755,1465.5910064019101,771.6122933058936,2019,1446.8309649940802,3146.0
Singapore,SGP,428.058980027396,66188.7793961798,19663.74203881117,2019,65233.28243923019,2022.4
Solomon Islands,SLB,173.43823525508998,2441.51739308263,1033.7772308580268,2019,2373.6324704257604,2330.0
El Salvador,SLV,274.175002569258,4187.2500311069,1621.6878289161523,2019,4187.2500311069,2957.0
Serbia,SRB,914.785719885861,7411.83611634734,4659.061800280089,2019,7411.83611634734,2112.0
Slovenia,SVN,6562.017805441479,27483.3371698569,16883.70305054167,2019,25946.1821852127,1974.0
Sweden,SWE,2114.0029726919197,61126.9431963979,26148.646468992883,2019,51615.0206514946,1871.5
Chad,TCD,104.471544307755,1020.28820350586,352.60928423645254,2019,709.5403101385331,3353.2
Togo,TGO,76.6384541690086,679.97276057805,336.1740160564273,2019,679.290249091295,2579.95
Thailand,THA,100.76747866621,7806.74221105532,2126.5764106825004,2019,7806.74221105532,2175.025
Tunisia,TUN,217.911274365173,4307.15587838971,1997.083126499437,2019,3317.4535932122,3049.95
Turkey,TUR,283.828274183166,12614.4802575975,3984.0016082068487,2019,9126.561345850141,2333.8
Tanzania,TZA,157.060818273959,1122.12181047515,539.1062873912914,2019,1122.12181047515,3032.85
Uganda,UGA,62.2263404642194,879.720233346557,320.7498748629998,2019,794.3410779171021,2272.6666666666665
Ukraine,UKR,635.700535075575,4029.7112516254497,1966.080934693235,2019,3659.0313122948705,1955.0
Uruguay,URY,489.35168875849604,17322.1473894404,5316.694855515467,2019,16190.126957465,2481.4
United States,USA,3007.12344537862,65297.517508274,26093.90900539912,2019,65297.517508274,2818.2555555555555
Uzbekistan,UZB,383.34306799074204,2615.0251344870003,1117.9242097663582,2019,1724.8411344137,2823.9
Vietnam,VNM,94.5647309759125,2715.27603640721,901.952351348121,2019,2715.27603640721,2123.5
South Africa,ZAF,443.009816049236,8007.412846344409,3164.3259282308272,2019,6001.40081394888,3141.316666666667
Zambia,ZMB,212.57812311743302,1878.90969681416,662.6031225319241,2019,1305.0632535054401,2965.466666666667
Zimbabwe,ZWE,276.68878077619803,1683.74057709465,710.8611145075525,2019,1463.9859101805403,3065.4
